1127 1 3
621 1 3
475 1 3
506 1 1
436 1 1
397 1 3
369 1 1
-1 -1 4
475 1 2
622 1 3
426 1 1
579 1 3
-1 -1 2
-1 -1 4
389 1 1
691 1 3
649 1 3
543 1 3
467 1 3
570 1 3
519 1 3
417 1 1
571 1 3
400 1 1
389 1 1
-1 -1 4
465 1 1
703 1 3
-1 -1 4
355 1 1
379 1 1
304 1 1
281 1 2
479 1 1
438 1 1
366 1 1
625 1 3
395 1 1
353 1 1
783 1 3
350 1 1
664 1 3
396 1 1
570 1 3
-1 -1 2
432 1 1
584 1 3
663 1 3
580 1 1
685 1 3
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
595 1 3
563 1 1
-1 -1 4
-1 -1 2
-1 -1 4
476 1 1
935 1 3
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
711 1 3
-1 -1 2
-1 -1 4
636 1 3
-1 -1 2
-1 -1 2
-1 -1 2
559 1 1
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
512 1 1
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
754 1 3
-1 -1 4
505 1 1
737 1 3
440 1 1
-1 -1 2
436 1 1
595 1 3
497 1 1
716 1 3
639 1 3
552 1 1
394 1 1
353 1 1
598 1 3
589 1 3
518 1 1
395 1 1
544 1 3
-1 -1 2
661 1 3
437 1 1
459 1 1
717 1 3
769 1 3
673 1 1
701 1 3
541 1 1
661 1 3
565 1 3
-1 -1 2
516 1 1
591 1 3
-1 -1 4
537 1 1
629 1 3
407 1 1
446 1 1
325 1 1
693 1 3
-1 -1 4
486 1 1
614 1 3
517 1 1
-1 -1 4
629 1 3
457 1 1
599 1 3
639 1 3
540 1 1
-1 -1 4
632 1 3
-1 -1 2
-1 -1 4
-1 -1 2
466 1 1
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
476 1 1
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
453 1 1
-1 -1 2
-1 -1 4
606 1 3
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
604 1 3
-1 -1 2
-1 -1 4
-1 -1 2
676 1 3
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
448 1 1
488 1 1
396 1 1
-1 -1 2
684 1 3
675 1 3
582 1 1
-1 -1 4
721 1 3
-1 -1 2
633 1 3
407 1 1
-1 -1 2
618 1 3
604 1 3
568 1 3
-1 -1 2
549 1 3
499 1 1
642 1 3
-1 -1 4
557 1 3
462 1 1
599 1 3
-1 -1 4
598 1 3
511 1 3
495 1 1
404 1 1
397 1 1
403 1 1
532 1 3
529 1 1
-1 -1 4
577 1 3
435 1 1
410 1 1
335 1 1
670 1 3
399 1 1
358 1 1
606 1 3
403 1 1
576 1 3
526 1 3
533 1 3
571 1 1
402 1 1
425 1 1
875 1 3
-1 -1 2
-1 -1 2
-1 -1 2
588 1 1
-1 -1 4
-1 -1 4
-1 -1 2
680 1 3
-1 -1 4
433 1 1
-1 -1 4
-1 -1 2
486 1 1
-1 -1 4
-1 -1 4
-1 -1 4
476 1 1
-1 -1 4
-1 -1 2
-1 -1 4
747 1 3
-1 -1 4
-1 -1 2
-1 -1 4
635 1 3
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
662 1 3
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
