502 1 3
454 1 3
417 1 3
473 1 1
359 1 1
492 1 3
330 1 1
-1 -1 4
-1 -1 2
508 1 3
341 1 1
563 1 3
-1 -1 2
-1 -1 4
294 1 1
560 1 3
496 1 3
500 1 3
384 1 3
493 1 3
465 1 3
342 1 1
502 1 3
349 1 1
424 1 1
-1 -1 4
340 1 1
529 1 3
465 1 4
353 1 1
426 1 1
341 1 1
-1 -1 2
336 1 1
288 1 1
299 1 1
546 1 3
325 1 1
315 1 1
535 1 3
318 1 1
531 1 3
307 1 1
512 1 3
289 1 2
293 1 1
557 1 3
531 1 3
408 1 1
411 1 3
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
527 1 4
-1 -1 2
560 1 3
528 1 1
-1 -1 4
-1 -1 2
-1 -1 4
340 1 1
702 1 3
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
608 1 3
-1 -1 2
-1 -1 4
606 1 3
-1 -1 2
-1 -1 2
-1 -1 2
381 1 1
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
375 1 1
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
746 1 3
-1 -1 4
482 1 1
696 1 3
376 1 1
-1 -1 2
416 1 1
555 1 3
453 1 1
671 1 3
561 1 3
377 1 1
368 1 1
328 1 1
779 1 3
556 1 3
365 1 1
360 1 1
541 1 3
-1 -1 2
543 1 3
406 1 1
363 1 1
566 1 3
523 1 3
321 1 1
498 1 3
362 1 1
497 1 3
458 1 3
-1 -1 2
374 1 1
424 1 3
-1 -1 4
328 1 1
495 1 3
380 1 1
319 1 1
330 1 1
478 1 3
-1 -1 4
459 1 1
548 1 3
329 1 1
-1 -1 4
546 1 3
481 1 1
516 1 3
459 1 3
394 1 1
-1 -1 4
425 1 3
-1 -1 2
-1 -1 4
-1 -1 2
389 1 1
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
339 1 1
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
473 1 1
-1 -1 2
-1 -1 4
506 1 3
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
550 1 3
-1 -1 2
-1 -1 4
-1 -1 2
451 1 3
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
393 1 1
425 1 1
371 1 1
-1 -1 2
543 1 3
500 1 3
414 1 1
-1 -1 4
613 1 3
-1 -1 2
478 1 3
471 1 1
-1 -1 2
495 1 3
384 1 3
474 1 3
-1 -1 2
534 1 3
398 1 1
476 1 3
381 1 4
522 1 3
462 1 1
569 1 3
-1 -1 4
562 1 3
503 1 3
455 1 1
378 1 1
354 1 1
315 1 1
582 1 3
399 1 1
-1 -1 4
603 1 3
385 1 1
354 1 1
321 1 1
536 1 3
396 1 1
442 1 1
575 1 3
339 1 1
471 1 3
428 1 3
468 1 3
475 1 1
334 1 1
344 1 1
901 1 3
-1 -1 2
-1 -1 2
-1 -1 2
370 1 1
-1 -1 4
-1 -1 4
-1 -1 2
774 1 3
-1 -1 4
473 1 1
-1 -1 4
-1 -1 2
370 1 1
-1 -1 4
-1 -1 4
-1 -1 4
386 1 1
-1 -1 4
-1 -1 2
-1 -1 4
567 1 3
-1 -1 4
-1 -1 2
-1 -1 4
427 1 3
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
564 1 3
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
