796 1 3
483 1 3
371 1 3
380 1 1
280 1 1
634 1 3
358 1 1
-1 -1 4
-1 -1 2
441 1 3
281 1 1
562 1 3
289 1 2
-1 -1 4
269 1 1
587 1 3
541 1 3
424 1 3
437 1 3
467 1 3
473 1 3
480 1 1
487 1 3
363 1 1
375 1 1
-1 -1 4
295 1 1
439 1 3
-1 -1 4
336 1 1
421 1 1
346 1 1
289 1 2
-1 -1 1
313 1 1
316 1 1
412 1 3
-1 -1 1
350 1 1
537 1 3
302 1 1
538 1 3
298 1 1
396 1 3
-1 -1 2
255 1 1
357 1 3
516 1 3
409 1 1
636 1 3
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
542 1 4
-1 -1 2
521 1 3
658 1 1
-1 -1 4
-1 -1 2
-1 -1 4
371 1 1
510 1 3
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
515 1 3
-1 -1 2
-1 -1 4
519 1 3
-1 -1 2
-1 -1 2
-1 -1 2
406 1 1
-1 -1 2
-1 -1 2
-1 -1 2
575 1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
644 1 1
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
564 1 3
-1 -1 4
350 1 1
551 1 3
406 1 1
-1 -1 2
347 1 1
610 1 3
398 1 1
399 1 3
409 1 3
433 1 1
391 1 1
351 1 1
449 1 3
474 1 3
343 1 1
401 1 1
356 1 3
-1 -1 2
684 1 3
347 1 1
344 1 1
458 1 3
381 1 3
356 1 1
622 1 3
322 1 1
601 1 3
381 1 3
-1 -1 2
361 1 1
637 1 3
-1 -1 4
352 1 1
442 1 3
327 1 1
324 1 1
316 1 1
604 1 3
412 1 4
485 1 1
436 1 3
542 1 1
-1 -1 4
461 1 3
599 1 1
604 1 3
383 1 3
446 1 1
-1 -1 4
510 1 3
-1 -1 2
500 1 4
-1 -1 2
368 1 1
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
621 1 1
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
432 1 1
-1 -1 2
-1 -1 4
434 1 3
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
543 1 3
-1 -1 2
-1 -1 4
-1 -1 2
586 1 3
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
366 1 1
316 1 1
285 1 1
-1 -1 2
673 1 3
414 1 3
510 1 1
-1 -1 4
497 1 3
-1 -1 2
585 1 3
578 1 1
-1 -1 2
621 1 3
534 1 3
440 1 3
-1 -1 2
697 1 3
362 1 1
559 1 3
-1 -1 4
514 1 3
449 1 1
594 1 3
379 1 4
539 1 3
511 1 3
430 1 1
368 1 1
342 1 1
330 1 1
458 1 3
435 1 1
449 1 4
446 1 3
408 1 1
469 1 1
410 1 1
517 1 3
492 1 1
351 1 1
667 1 3
349 1 1
413 1 3
509 1 3
400 1 3
349 1 1
347 1 1
305 1 1
443 1 3
-1 -1 2
-1 -1 2
-1 -1 2
454 1 1
-1 -1 4
-1 -1 4
-1 -1 2
484 1 3
-1 -1 4
388 1 1
-1 -1 4
-1 -1 2
347 1 1
-1 -1 4
-1 -1 4
-1 -1 4
328 1 1
-1 -1 4
-1 -1 2
-1 -1 4
493 1 3
-1 -1 4
-1 -1 2
-1 -1 4
561 1 3
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
601 1 3
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
356 1 1
504 1 3
459 1 1
399 1 3
324 1 1
426 1 3
532 1 3
606 1 3
471 1 3
466 1 1
590 1 4
632 1 3
494 1 3
518 1 3
-1 -1 2
462 1 1
590 1 3
407 1 3
372 1 4
-1 -1 2
-1 -1 4
472 1 3
695 1 3
-1 -1 2
313 1 1
-1 -1 4
507 1 3
532 1 1
536 1 3
331 1 1
345 1 1
463 1 3
297 1 1
337 1 1
344 1 1
319 1 1
289 1 1
458 1 3
356 1 1
351 1 1
331 1 1
311 1 1
418 1 3
389 1 1
519 1 3
435 1 3
445 1 3
-1 -1 2
372 1 1
327 1 1
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 4
-1 -1 2
583 1 3
-1 -1 4
-1 -1 4
-1 -1 4
351 1 1
-1 -1 2
-1 -1 4
-1 -1 4
735 1 3
384 1 1
631 1 3
-1 -1 4
-1 -1 4
394 1 1
-1 -1 2
681 1 3
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 2
-1 -1 4
-1 -1 2
-1 -1 4
-1 -1 4
-1 -1 4
390 1 1
-1 -1 2
-1 -1 2
556 1 3
-1 -1 2
357 1 1
334 1 1
278 1 1
284 1 1
281 1 1
-1 -1 2
378 1 1
799 1 3
383 1 1
671 1 3
345 1 1
652 1 3
-1 -1 4
411 1 1
350 1 1
306 1 1
579 1 3
442 1 1
347 1 1
342 1 2
461 1 3
-1 -1 4
489 1 3
-1 -1 4
402 1 1
555 1 3
709 1 3
428 1 1
319 1 2
806 1 3
534 1 3
646 1 3
428 1 3
318 1 1
354 1 1
280 1 1
630 1 3
439 1 3
381 1 1
492 1 3
402 1 3
368 1 3
350 1 4
358 1 1
554 1 3
452 1 3
470 1 1
716 1 3
-1 -1 4
352 1 1
